paper_id,title,doi,suggested_filename,status,source,url,message
6391dee944e6,Understanding What Design Research Is and Is NOT,10.4324/9781003489108-4,9781003489108.4.pdf,failed,OpenAlex location landing_page,https://doi.org/10.4324/9781003489108-4,OpenAlex location landing_page: HTTP 403
02381ea80183,A design theory for data quality tools in data ecosystems: Findings from three industry cases,10.1016/j.datak.2024.102333,j.datak.2024.102333.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page,https://doi.org/10.1016/j.datak.2024.102333; https://publica.fraunhofer.de/handle/publica/472395,OpenAlex oa_url: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: ConnectTimeout
78ea04e5eaee,Socio-technical design principles for a multi-stakeholder agriculture extension information system in Ethiopia,10.1080/02681102.2023.2279309,02681102.2023.2279309.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1080/02681102.2023.2279309; http://hdl.handle.net/10.1080/02681102.2023.2279309,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
6d926f3c4a97,A domain reference ontology for design science research knowledge bases,,A_domain_reference_ontology_for_design_science_research_knowledge_bases.pdf,no_open_pdf_candidate,,,
31314745e651,Using Schema Theory to Construct the Designer's Knowledge Framework,10.1007/978-3-031-61932-8_4,978.3.031.61932.8.4.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-61932-8_4,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
07eb3166d706,A Typology of Knowledge Creation in Design Science Research Projects,10.1007/978-3-031-61175-9_10,978.3.031.61175.9.10.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-61175-9_10,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
e8f4a7417bf7,Toward a Method for Design Science Research Meta-Studies to Improve the Reusability of Design Principles,10.1007/978-3-031-61175-9_13,978.3.031.61175.9.13.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-61175-9_13,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
19dd6ec0253e,A principle-based philosophical framework for fashion design praxis and education in new design landscapes,10.1007/s10798-022-09794-7,s10798.022.09794.7.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/s10798-022-09794-7,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
9eda131748eb,Engineering Design Principles for HCI as a Way Forward for HCI Design Knowledge,10.1007/978-3-031-79209-0_10,978.3.031.79209.0.10.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-031-79209-0_10,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
0b7e6111aa14,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,,Synthesizing_a_Solution_Space_for_Prescriptive_Design_Knowledge_Codification.pdf,no_open_pdf_candidate,,,
