paper_id,title,doi,suggested_filename,status,source,url,message
a1a2a51ae22e,Incommensurability in design science: Which comes first-Theory or artefact?,10.22459/isf.12.2010.04,isf.12.2010.04.pdf,existing,,,/Users/baiyixin/Downloads/pdf_386_by_paper_id/isf.12.2010.04.pdf
92fd41483399,Design exemplars for synchronous e-learning: A design theory approach,10.1016/j.compedu.2010.02.025,j.compedu.2010.02.025.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1016/j.compedu.2010.02.025; https://lup.lub.lu.se/record/1620605,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
75ffc50a1708,Transformation design theory: A meta-analogical framework,10.1115/1.3470028,1.3470028.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1115/1.3470028,OpenAlex location landing_page: HTTP 403
103eb1a8586b,Incommensurability and multi-paradigm grounding in design science research: Implications for creating knowledge,10.1007/978-3-642-12113-5_2,978.3.642.12113.5.2.pdf,downloaded,OpenAlex oa_url,https://pure.bond.edu.au/ws/files/33841202/fulltext.pdf,/Users/baiyixin/Downloads/pdf_386_by_paper_id/978.3.642.12113.5.2.pdf
c9175ef9ebfe,Management design theories,10.1007/978-3-642-12113-5_16,978.3.642.12113.5.16.pdf,downloaded,OpenAlex primary pdf_url,https://link.springer.com/content/pdf/10.1007%2F978-3-642-12113-5_16.pdf,/Users/baiyixin/Downloads/pdf_386_by_paper_id/978.3.642.12113.5.16.pdf
1728dd2afe4b,Design theory in practice – Making design science research more transparent,10.1007/978-3-642-20633-7_4,978.3.642.20633.7.4.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1007/978-3-642-20633-7_4,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
75f43821c56f,Towards a Model of Information Aesthetics in Information Visualization,10.1109/IV.2007.114,iv.2007.114.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/iv.2007.114; https://lirias.kuleuven.be/bitstream/123456789/260084/2/iv07.pdf,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: ConnectTimeout
b357bc5a3d3b,Towards Canonical Task Types for User Interface Design,10.1109/LA-WEB.2009.33,la.web.2009.33.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; Semantic Scholar title openAccessPdf,https://doi.org/10.1109/la-web.2009.33; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.616.3612; http://hdl.handle.net/2078.1/67537; http://www.uclouvain.be/cps/ucl/doc/iag/documents/WP_8_Gonzalez.pdf,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | Semantic Scholar title openAccessPdf: HTTP 404
b14f85b19a87,Design Study Methodology: Reflections from the Trenches and the Stacks,10.1109/TVCG.2012.213,tvcg.2012.213.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/tvcg.2012.213; https://pubmed.ncbi.nlm.nih.gov/26357151; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.657.836; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.673.5310,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: SSLError | OpenAlex location landing_page: SSLError
b841f16ac5b3,Design methods for real time software,,Design_methods_for_real_time_software.pdf,no_open_pdf_candidate,,,
721f009574ce,On integration of interface design methods: Can debates be resolved?,10.1016/j.intcom.2005.11.008,j.intcom.2005.11.008.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1016/j.intcom.2005.11.008,OpenAlex location landing_page: HTTP 403
c6e7060b0fa0,LabelPatterns.org: A comprehensive pattern library for consumer-decision labels,10.1109/IPCC.2011.6087185,ipcc.2011.6087185.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/ipcc.2011.6087185,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
c7ed46400a28,Exploring the design space of composite visualization,10.1109/PacificVis.2012.6183556,pacificvis.2012.6183556.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/pacificvis.2012.6183556; http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.400.278; https://pure.au.dk/portal/en/publications/260c8666-bdc7-400c-ad04-93ab92326b67,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
79abc1449981,Thriving Systems Theory: An Emergent Information Systems Design Theory,10.1109/HICSS.2013.550,hicss.2013.550.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/hicss.2013.550,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
a74bec243b7f,Universal Structural-Semantic Model of Design Patterns,10.1109/IT67293.2026.11435724,it67293.2026.11435724.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/it67293.2026.11435724,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
4e727e38805c,"Visualization Atlases: Explaining and Exploring Complex Topics Through Data, Visualization, and Narration",10.1109/TVCG.2024.3456311,tvcg.2024.3456311.pdf,failed,OpenAlex oa_url; OpenAlex location landing_page; OpenAlex location landing_page,https://inria.hal.science/hal-04846520; https://doi.org/10.1109/tvcg.2024.3456311; https://pubmed.ncbi.nlm.nih.gov/39302770,OpenAlex oa_url: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
42c66c187222,Toward an effective approach to collaboration education: A taxonomy for game design,10.1109/GEM.2015.7377203,gem.2015.7377203.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/gem.2015.7377203,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
44848ca19e31,"Design Obligations for Software, with Examples from Data Abstraction and Adaptive Systems",10.1109/Designing66910.2025.00016,designing66910.2025.00016.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/designing66910.2025.00016,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
b77e7d67555e,USSF: A Unified Framework for Screen Standardization in Software Systems,10.1109/CIEES66347.2025.11300084,ciees66347.2025.11300084.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/ciees66347.2025.11300084,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
ba03a17bc120,"The Good, the Bad, and the Ugly: A Theoretical Framework for the Assessment of Continuous Colormaps",10.1109/TVCG.2017.2743978,tvcg.2017.2743978.pdf,failed,OpenAlex location landing_page; OpenAlex location landing_page,https://doi.org/10.1109/tvcg.2017.2743978; https://pubmed.ncbi.nlm.nih.gov/28866507,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
56da61efca6b,Transitional Theory,,Transitional_Theory.pdf,no_open_pdf_candidate,,,
5a973fb8ae6f,ICT-Enabled Self-Management of Chronic Diseases: Literature Review and Analysis Using Value-Sensitive Design,10.1109/HICSS.2015.388,hicss.2015.388.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/hicss.2015.388,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
554b27236356,Technique Innovation,,Technique_Innovation.pdf,no_open_pdf_candidate,,,
8107b8d7a099,Analyzing Initial Design Theory Components for Developing Information Security Laboratories,10.1109/CSP55486.2022.00015,csp55486.2022.00015.pdf,failed,OpenAlex location landing_page,https://doi.org/10.1109/csp55486.2022.00015,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
268903a30da5,Systematic Review of Systemic Design Frameworks for Complex Challenges,,Systematic_Review_of_Systemic_Design_Frameworks_for_Complex_Challenges.pdf,no_open_pdf_candidate,,,
560be0c20de7,"Designing for Trust, Progress, and Dignity: A Conceptual Framework for Reliability, Responsiveness, and Relational Quality in AI-Enabled Service Systems",,Designing_for_Trust_Progress_and_Dignity_A_Conceptual_Framework_for_Reliability_Responsive.pdf,no_open_pdf_candidate,,,
1e7ab64c6cf9,Commentary: Strength-based co-design that EMPOWERs – Lessons from codesigning with older adults,,Commentary_Strength_based_co_design_that_EMPOWERs_Lessons_from_codesigning_with_older_adul.pdf,no_open_pdf_candidate,,,
660ca24145b2,The E-Design Assessment Tool: an evidence-informed approach towards a consistent terminology for quantifying online distance learning activities,,The_E_Design_Assessment_Tool_an_evidence_informed_approach_towards_a_consistent_terminolog.pdf,no_open_pdf_candidate,,,
e09769771b82,"The Experience, Dynamics and Artifacts Framework: Towards a Holistic Model for Designing Serious and Entertainment Games",,The_Experience_Dynamics_and_Artifacts_Framework_Towards_a_Holistic_Model_for_Designing_Ser.pdf,no_open_pdf_candidate,,,
d0a17557440f,Avoiding virtual dystopia: A design theory for emancipatory participatory immersive platforms,,Avoiding_virtual_dystopia_A_design_theory_for_emancipatory_participatory_immersive_platfor.pdf,no_open_pdf_candidate,,,
b077c606da41,Classification approach for hybrid components in mechanical engineering with a focus on additive manufacturing,,Classification_approach_for_hybrid_components_in_mechanical_engineering_with_a_focus_on_ad.pdf,no_open_pdf_candidate,,,
139a1e71d8dc,Separation of Modeling Principles and Design Principles in Enterprise Engineering,,Separation_of_Modeling_Principles_and_Design_Principles_in_Enterprise_Engineering.pdf,downloaded,Semantic Scholar title openAccessPdf,https://hal.inria.fr/hal-01653505/file/416579_1_En_28_Chapter.pdf,/Users/baiyixin/Downloads/pdf_386_by_paper_id/Separation_of_Modeling_Principles_and_Design_Principles_in_Enterprise_Engineering.pdf
