paper_id,title,doi,suggested_filename,status,source,url,message
6aeae7ccf85b,Toward a Framework for the Design of Interactive Technology for Nature Recreation,,Toward_a_Framework_for_the_Design_of_Interactive_Technology_for_Nature_Recreation.pdf,no_open_pdf_candidate,,,
39fee30eb03c,Cutting Cubes Out of Fog: The Whole View of Design,,Cutting_Cubes_Out_of_Fog_The_Whole_View_of_Design.pdf,no_open_pdf_candidate,,,
a707fd62833a,Tracing the tensions surrounding understandings of agency and knowledge in technology design,,Tracing_the_tensions_surrounding_understandings_of_agency_and_knowledge_in_technology_desi.pdf,no_open_pdf_candidate,,,
dcbdeccbb96c,Is there a specific type of knowledge associated with design?,,Is_there_a_specific_type_of_knowledge_associated_with_design.pdf,no_open_pdf_candidate,,,
7f7baeb83bac,A theoretical framework on embodiment in digital design,,A_theoretical_framework_on_embodiment_in_digital_design.pdf,no_open_pdf_candidate,,,
38f057747444,Reusable design: A proposed approach to Public Health Informatics system design,,Reusable_design_A_proposed_approach_to_Public_Health_Informatics_system_design.pdf,no_open_pdf_candidate,,,
cc5e9fe45cc6,A study of practice based design research models from knowledge integration perspective,,A_study_of_practice_based_design_research_models_from_knowledge_integration_perspective.pdf,no_open_pdf_candidate,,,
c5d4c66275a8,Towards a Theory Driven Foundational Model for Design: Rethinking Requirement Elicitation for Special Needs,,Towards_a_Theory_Driven_Foundational_Model_for_Design_Rethinking_Requirement_Elicitation_f.pdf,no_open_pdf_candidate,,,
77b350f029e7,A taxonomy and ontology for digital platforms,,A_taxonomy_and_ontology_for_digital_platforms.pdf,no_open_pdf_candidate,,,
ef3a9300a2f3,Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review,,Developing_a_competency_taxonomy_for_teacher_design_knowledge_in_technology_enhanced_learn.pdf,no_open_pdf_candidate,,,
2042efa7e455,The DSR grid: six core dimensions for effectively planning and communicating design science research projects,,The_DSR_grid_six_core_dimensions_for_effectively_planning_and_communicating_design_science.pdf,no_open_pdf_candidate,,,
fda0636dbea5,Design Research: Aesthetic Epistemology and Explanatory Knowledge,,Design_Research_Aesthetic_Epistemology_and_Explanatory_Knowledge.pdf,no_open_pdf_candidate,,,
29a8891f4c02,The Need for Design Cases: Disseminating Design Knowledge,,The_Need_for_Design_Cases_Disseminating_Design_Knowledge.pdf,no_open_pdf_candidate,,,
c058d036363a,What designers know,,What_designers_know.pdf,no_open_pdf_candidate,,,
f02904f836be,Universal Participatory Design: Achievements and Challenges,,Universal_Participatory_Design_Achievements_and_Challenges.pdf,no_open_pdf_candidate,,,
714b3f6f8ac7,Degrees of Interaction: Towards a Classification,,Degrees_of_Interaction_Towards_a_Classification.pdf,no_open_pdf_candidate,,,
